name,url,address,location,city,cuisines,average_cost,rating,votes,online_order,book_table,rest_type,dish_liked,menu_item,listed_in_type
Belgian Waffle Factory,,"13 KHB Colony, 17th Main, M.I.G, Koramangala 5th Block, Bangalore",Koramangala 5th Block,BTM,Desserts,400.0,4.9,201,True,False,Dessert Parlor,"Oreo Waffle, Nachos, Coffee, Chocolate Waffles, Nutella Waffle, Salsa, Belgian Waffles",,Desserts
Bengaluru Coffee House,,"4001/4002, Annapoorneshwari Plaza, Near Seetha Circle, Hosakerehalli Cross, Banashankari, Bangalore",Banashankari,Banashankari,"South Indian, North Indian, Chinese, Street Food",300.0,4.1,201,True,False,Quick Bites,"Masala Dosa, Tirupathi Pongal, Filter Coffee, Vada, Kharabath, Kali Dosa, Rava Idli",,Delivery
Kapoor's Cafe,,"Bengaluru, Jayanagar, Bangalore",Jayanagar,Basavanagudi,North Indian,800.0,4.0,201,True,False,Casual Dining,"Lassi, Cheese Balls, Paneer Pakora, Chaach, Buttermilk, Thali, Masala Fries",,Dine-out
Just Shawarma,,"Shop 943, 16th Main Road, Mico Layout, 2nd Stage, BTM, Bangalore",BTM,BTM,Arabian,300.0,3.9,201,True,False,Quick Bites,Whole Meat Shawarma,,Dine-out
Roti Wala,,"688, 7th Main, 10th Cross Main Road, 2nd Stage, BTM, Bangalore",BTM,Koramangala 6th Block,North Indian,300.0,4.0,201,True,False,Quick Bites,"Gulab Jamun, Buttermilk, Egg Bhurji, Sprout Salad, Roti",,Delivery
Sri Venkateshwara Sweet Meat Stall,,"301A, 9th Main, 4th Block, Jayanagar, Bangalore",Jayanagar,Jayanagar,Street Food,250.0,4.1,201,False,False,Quick Bites,"Paratha, Rasgulla Chaat, Mysore Pak, Panipuri, Pav Bhaji, Malai Kulfi, Mango Lassi",,Desserts
Ovenstory Pizza,,"2318, Sector 1, Near NIFT College, HSR, Bangalore",HSR,Sarjapur Road,Pizza,800.0,4.0,201,True,False,Delivery,"Chocolava Cake, Bruschettas, Chicken Keema, Lava Cake, Tikka, Thick Crust Pizza",,Delivery
Hotel Manu Residency,,"Hotel Manu, House - 10, Sai Colony, Belathur Village, Kadugodi, Whitefield, Bangalore",Whitefield,Whitefield,"Andhra, North Indian, Chinese, Biryani",550.0,3.8,201,True,False,Casual Dining,"Noodles, Andhra Meal",,Dine-out
KFC,,"Garuda Mall, 4th Floor, Magrath Road, Near Brigade Road, Brigade Road, Bangalore",Brigade Road,Residency Road,"Burger, Fast Food",450.0,3.8,201,True,False,Quick Bites,"Burgers, Ginger Chicken, Virgin Mojito, Crispy Chicken, Rice Bowl, Popcorn",,Dine-out
Namma Kudla,,"18, Near RV Dental College, 5th 'A' Cross, Marenahalli, 2nd Phase, JP Nagar, Bangalore",JP Nagar,Jayanagar,"Mangalorean, North Indian, Chinese, Seafood",400.0,4.0,200,True,False,Quick Bites,"Sea Food, Neer Dosa, Fish, Crab Sukha, Biryani, Chicken Thali, Chicken Meal",,Delivery
Guru Paradise,,"Opposite AECS Magnolia School, Bannerghatta Road, Bangalore",Bannerghatta Road,JP Nagar,"Chinese, South Indian, North Indian",1000.0,2.9,200,False,True,Casual Dining,"Manchow Soup, Wine, Biryani, Cocktails, Noodles, Stuffed Mushroom, Fish",,Dine-out
Pinxx - Royal Orchid Central,,"Royal Orchid Central, 47/1, Dickenson Road, Off MG Road, MG Road, Bangalore",MG Road,MG Road,"Italian, European",1600.0,3.8,200,True,True,Casual Dining,"Mutton Biryani, Salads, Fish, Sandwiches, Breakfast Buffet, Cheesecake",,Buffet
Mojo Pizza - 2X Toppings,,"Near HDFC ATM, ITPL Main Road, Whitefield","ITPL Main Road, Whitefield",Brookefield,Pizza,600.0,4.3,200,True,False,"Takeaway, Delivery","Chicken Wings, Garlic Bread, Cheesy Pizza, Chocolava Cake, Paneer Tikka Pizza, Chicken Tikka Pizza, House Pizza",,Delivery
Cafe Kabana,,"1, Pai Layout, Hulimavu Gate Main Road, Off Bannerghatta Road, Bangalore.",Bannerghatta Road,Bannerghatta Road,"Cafe, Continental",700.0,4.0,200,False,True,Cafe,"Mocktails, Peri Peri Chicken Pizza, Wings, Pasta, English Breakfast, Fries, Jalapeno Cheeseballs",,Cafes
Opus Food Stories,,"26, Varthur Hobli, Near HP Petrol Bunk, Harlur Road, Sarjapur Road, Bangalore",Sarjapur Road,Sarjapur Road,"Goan, Asian, North Indian, European, Continental",1800.0,4.5,200,False,True,"Bar, Casual Dining","Cocktails, Chicken Tikka, Sunday Brunch, Rasmalai, Lunch Buffet, Ravioli, Mocktails",,Dine-out
Punjabi Food Point,,"225, 2nd Cross, Opposite BBMP Office, Bellandur, Bangalore",Bellandur,Sarjapur Road,"North Indian, Mughlai, Biryani, Chinese",450.0,3.3,200,True,False,Quick Bites,"Aloo Paratha, Panneer Butter Masala",,Delivery
Litti House,,"Opposite to AECS Layout, Kundalahalli Main Road, Brookefield, Bangalore",Brookefield,Whitefield,"North Indian, Bihari, Rajasthani",300.0,3.9,200,True,False,Quick Bites,"Liti Chokha, Litti, Sattu Paratha, Dal Bati, Thali, Roti",,Delivery
Head O State,,"2010, 2nd floor, 100 Feet Road, HAL Second Stage, Above Bata Showroom, Indiranagar, Bangalore",Indiranagar,Old Airport Road,"Continental, Chinese, North Indian",1000.0,3.8,200,False,True,"Casual Dining, Bar","Cocktails, Beer",,Dine-out
Balle Balle Dhaba,,"1, Near Canopy Apartment, Horamavu Agara Main Road, Babusapalya Kalyan Nagar, Bangalore",Kalyan Nagar,Kammanahalli,"North Indian, Chinese",500.0,3.6,199,True,False,Quick Bites,"Paratha, Chicken Biryani, Butter Chicken, Lassi, Chilli Paneer, Tandoori Chicken, Naan",,Dine-out
Savitha Family Restaurant,,"72/33, 80 Feet Road, 4th Block, Koramangala 4th Block, Bangalore",Koramangala 4th Block,Koramangala 7th Block,North Indian,500.0,4.0,199,True,False,Quick Bites,"Butter Naan, Tandoori Chicken, Chicken Tikka Masala, Malai Kofta, Biryani, Wheat Paratha, Noodles",,Dine-out
Mr Manchurian,,"Soul space Arena Mall, Outer Ring Road, Doddanakundi, Marathahalli, Bangalore",Marathahalli,Marathahalli,"Chinese, Momos",500.0,3.6,199,True,False,Food Court,"Momos, Chicken Spring Rolls, Chilli Chicken, Chicken Momo, Chop Suey, Chicken Noodle, Hakka Noodles",,Delivery
Chef in,,"Opposite Maharaja Furniture, ITPL Main Road, Brookefield, Bangalore",Brookefield,Brookefield,"Biryani, North Indian, Chinese",500.0,3.6,199,False,False,Casual Dining,"Tandoori Chicken, Chicken Biryani, Naan, Dum Biryani, Sweet Lassi, Dal Tadka, Hyderabadi Biryani",,Dine-out
Coastal Delight,,"241, 13th Cross, 2nd Stage, CMH Road, Indiranagar, Bangalore",Indiranagar,Church Street,"Seafood, South Indian, North Indian, Mangalorean, Chinese",650.0,4.1,198,True,False,Casual Dining,"Sea Food, Neer Dosa, Murgh Ghee Roast, Chicken Sukha, Chicken Curry, Prawn Ghee Roast, Fish Fry",,Delivery
Just Shawarma,,"Shop 2, B.M.R Complex, Green Garden Layout, Third Cross, Shirdi Sai Nagar, Near Kundalahalli Gate, Brookefield, Bangalore",Brookefield,Marathahalli,Arabian,300.0,3.8,198,True,False,Quick Bites,"French Fries, Whole Meat Shawarma, Chicken Shawarama",,Delivery
Canton,,"28-29, 3rd Block, 9th Main Road, Jayanagar, Bangalore",Jayanagar,Koramangala 7th Block,"Chinese, Seafood, Biryani",800.0,3.6,198,True,False,Casual Dining,"Roast Pork, Tai Pai Chicken, Beer, Sweet Corn Chicken Soup, Masala Peanuts, Chinese Chop Suey, Chicken Lollipop",,Delivery
Hyderabad Cuisine Multicuisine Restaurant,,"Opposite Laughing Waters, Ramagondanahalli, Whitefield, Bangalore",Whitefield,Brookefield,"North Indian, Chinese, Biryani",700.0,3.7,198,False,False,Casual Dining,"Spring Roll, Butter Naan, Fish, Haleem, Panneer Butter Masala, Roti, Hyderabadi Chicken Biryani",,Delivery
Kunda Biryani,,"12, Ground Floor, Behind Bagmane Tech Park Back Gate, Byrasandra Main Road, CV Raman Nagar, Bangalore",CV Raman Nagar,Old Airport Road,"Hyderabadi, Biryani, North Indian",800.0,3.8,198,True,False,Casual Dining,"Mutton Biryani, Chicken Boneless Biryani, Dum Biryani",,Delivery
Monet's Bistro,,"9B, Binnamangala, Manavarthekaval, Michealpalya, 80 Feet Road, Indiranagar, Bangalore",Indiranagar,Indiranagar,"Cafe, Beverages",600.0,4.5,198,False,False,Cafe,"Burgers, Macaroon, Eclair, Coffee, Sandwich, Fries, Hot Chocolate",,Dine-out
Ibaco,,"31, 21st Main Road, 2nd Stage, Banashankari, Bangalore",Banashankari,Jayanagar,Desserts,300.0,4.0,198,True,False,Dessert Parlor,"Brownie, Belgium Chocolate, Tiramisu, Ice Cream Sundae",,Delivery
Barkaas,,"90/2, Kishan Icon, First Floor, Beside Innovative Multiplex, Marathahalli, Bangalore",Marathahalli,Marathahalli,"Arabian, Biryani, Desserts, Beverages, Salad",1000.0,4.2,198,True,True,Casual Dining,"Fish, Falafel, Biryani, Mutton Shorba, Pita Bread, Chicken Steak, Kunafa",,Delivery
Nanda's,,"90/1B, Ram Arcade, Opposite Multiplex, Outer Ring Road, Marathahalli, Bangalore",Marathahalli,Marathahalli,"Andhra, North Indian, Chinese, Seafood, Biryani",650.0,3.7,198,True,False,Casual Dining,"Chicken Guntur, Andhra Meal, Hyderabadi Chicken Biryani, Butter Naan, Andhra Thali",,Dine-out
Salvadores,,"5th Floor, Bangalore Central Mall, MG Road, Bangalore",MG Road,Residency Road,"Mediterranean, Continental, French, Italian",2000.0,4.4,198,False,True,Fine Dining,"Wine, Salad, Steak, Coffee, Pork Chops",,Dine-out
Flavours - Octave Hotel & Spa,,"Octave Hotel & Spa, 14, Kailkondanahalli Village, Next to Total Mall, Sarjapur Road, Bangalore",Sarjapur Road,Bellandur,"North Indian, Chinese",700.0,3.0,197,False,False,Casual Dining,"Pasta, Vegetable Biryani, Chole, Chicken Kebab, Lunch Buffet, Chicken Biryani, Chicken Curry",,Buffet
No 10 Fort Cochin,,"9, Halycon Complex, St. Marks Road, Bangalore",St. Marks Road,Residency Road,"Biryani, Kerala, Seafood, South Indian",800.0,3.8,197,True,True,Casual Dining,"Fish, Thali, Egg Roast, Buttermilk, Kerala Parotta, Paratha, Kadala Curry",,Dine-out
Bangalore Cafe,,"60,18th Main, 22nd Cross, Sector 3, HSR Layout, Bangalore",HSR,HSR,"South Indian, Fast Food",400.0,3.7,197,True,False,Quick Bites,"Sabudana Vada, Masala Dosa, Filter Coffee, Pesarattu Upma, Podi Idli, Mirchi Bajji, Pongal",,Delivery
Royal Biryani Kitchen,,"15/A, 4th Main, Behind Ayyappa Swamy Temple, Madiwala, BTM, Bangalore",BTM,Koramangala 7th Block,"Biryani, North Indian, Kebab",600.0,4.0,197,True,False,Quick Bites,"Mutton Biryani, Dragon Chicken, Chicken Dum Biryani, Vegetable Biryani, Paneer Biryani",,Dine-out
The Diner,,"107/4, Pattanduru Agrahara Road, Near ITPL Gate 3, Next to HCL, Whitefield, Bangalore",Whitefield,Whitefield,"North Indian, Chinese, Andhra, Biryani",700.0,3.6,197,True,False,Casual Dining,"Paneer Tikka Masala, Hyderabadi Chicken Biryani",,Dine-out
The Early bell,,"Govindappa Building, Siddapura, Nallurahalli Road, Whitefield, Bangalore",Whitefield,Whitefield,"North Indian, Chinese",300.0,3.9,197,True,False,Quick Bites,"Sandwich, Paratha, Poha, Sandwiches, Idli Vada, Tea, Roti",,Delivery
Techies Kitchen,,"Nallurhalli, Borewell Road, Whitefield","ITPL Main Road, Whitefield",Whitefield,"Biryani, North Indian",400.0,3.5,197,True,False,Delivery,"Chicken Biryani, Aloo Paratha",,Delivery
Ingu Tengu,,"316/B, 80 Feet Road, Shantiniketan Layout, Arekere, Bannerghatta Road, Bangalore",Bannerghatta Road,Bannerghatta Road,South Indian,150.0,3.9,197,False,False,Quick Bites,"Vada, Masala Dosa, Coffee, Akki Rottis, Idli Chutney, Curd Rice, Ghee Roast Dosa",,Dine-out
Samovar,,"29, 3rd M Main,1st Cross, Ramahia Layout, Kammanahalli, Bangalore",Kammanahalli,Kammanahalli,"Kerala, South Indian",600.0,3.9,197,True,False,Casual Dining,"Fish Fry, Paratha, Kerala Parotta, Sea Food, Tea, Ghee Rice",,Dine-out
Krispy Kreme,,"Orion Mall, Brigade Gateway, Dr. Rajkumar Road, Malleshwaram, Bangalore",Malleshwaram,Rajajinagar,"Desserts, Beverages",300.0,4.1,197,True,False,Dessert Parlor,"Donut, Cappuccino, Coffee, Custard, Hot Chocolate, Chocolate Dreamcake, Cookie Crunch",,Delivery
Aqua - The Park Bangalore,,"The Park Bangalore, 14/7, MG Road, Bangalore",MG Road,Residency Road,"North Indian, Mediterranean, Chinese",3000.0,4.0,197,False,True,"Lounge, Bar","Cocktails, Mai Thai, Pizza, Lemon Basil Chicken",,Dine-out
Night Panda,,"12, 6th C Cross,Behind Green View Medical Center, Koramangala 1st Block, Bangalore",Koramangala 1st Block,HSR,"Fast Food, Chinese, North Indian, American",500.0,3.8,196,False,False,Delivery,"Noodles, Chicken Drumsticks, Maggi, Veg Grilled Sandwich, Brownie",,Delivery
Masala Chai,,"G05 Brigade Metropolis, Gorudacharpalya, Whitefield, Bangalore",Whitefield,Whitefield,"Beverages, Fast Food, Tea",250.0,4.1,196,True,False,"Beverage Shop, Quick Bites","Masala Chai, Sandwiches, Samosa, Masala Tea, Ice Tea, Bombay Sandwich, Chicken Mayo Sandwich",,Dine-out
Nandhini Deluxe,,"68, Coles Road, Frazer Town, Bangalore",Frazer Town,Frazer Town,North Indian,600.0,3.6,196,False,False,Casual Dining,"Rice, Chilli Chicken, Chicken Guntur, Chicken Biryani, Andhra Meal, Lemon Chicken",,Delivery
Bhojanam Restaurant,,"21, 1st Floor,Concorde Silicon Valley, Neeladri Road, Opposite Concorde Manhattans Apartments, Electronic City, Bangalore",Electronic City,Electronic City,"Andhra, Biryani",600.0,3.6,196,False,False,Casual Dining,"Biryani, Veg Thali, Chicken Tikka, Tandoori Roti, Buttermilk",,Delivery
Chung Wah,,"22, Saunders Road, Opposite Seventhday Adventist Hospital, Frazer Town, Bangalore",Frazer Town,MG Road,"Chinese, Thai, Momos, Vietnamese",800.0,3.9,196,True,False,Casual Dining,"Noodles, Rolls, Mala Chicken, Momos, Chop Suey",,Delivery
Polar Bear,,"99, 5th Cross, Koramangala 6th Block, Bangalore",Koramangala 6th Block,Koramangala 7th Block,"Desserts, Ice Cream, Beverages, Sandwich",400.0,4.2,196,True,False,Dessert Parlor,"Choco Fudge Brownie, Sandwich, Ice Cream Pizza, Tiramisu, Sandwiches, Chocolate Icecreams, Hot Chocolate",,Desserts
Delhi Restaurant,,"84, Near ITPL Main Gate, Next To Taj Vivanta, Whitefield, Bangalore",Whitefield,Whitefield,"North Indian, Mughlai, Chinese",350.0,3.6,196,True,False,Quick Bites,"Dal Makhani, Reshmi Kebab, Thali, Panneer Butter Masala, Naan, Masala Papad",,Delivery
Cool Corner,,"1/4, Nisha Complex, KR Road, Near National College, Basavanagudi, Bangalore",Basavanagudi,Basavanagudi,"Street Food, Fast Food",250.0,4.2,196,False,False,Quick Bites,"Sandwich, Masala Dosa, Set Dosa, Onion Dosa, Coffee, Rava Dosa, Chaat",,Dine-out
Kitchen Katta,,"131, MSR Hospital Road, Ashwath Nagar, Sanjay Nagar, Bangalore",Sanjay Nagar,Malleshwaram,Maharashtrian,300.0,4.1,196,True,False,Quick Bites,"Misal Pav, Vada Pav, Buttermilk, Dabeli, Sabudana Vada, Shrikhand, Sabudana Khichdi",,Delivery
Kokomo,,"Near Bharat Residency, MM Garden, Koramangala 6th Block, Bangalore",Koramangala 6th Block,Old Airport Road,"Thai, Chinese",500.0,4.0,196,True,False,Delivery,"Thai Chicken, Momos",,Delivery
Baba Ka Dhaba,,"NS Palya, 4th Phase, Near Shoppers Stop, BTM, Bangalore",BTM,JP Nagar,North Indian,400.0,3.7,195,True,False,Quick Bites,"Paratha, Butter Naan, Thali, Tandoori Roti, Lassi",,Dine-out
Biggies Burger 'n' More,,"7/1, G J Complex, 100 Feet Road, Indiranagar, Bangalore",Indiranagar,Old Airport Road,"Cafe, Burger, Fast Food",400.0,4.3,195,True,False,Cafe,"Burgers, Mojito, Sea Food, Hot Dog, Crab Burger, French Fries, Peri Fries",,Delivery
Five Star Chicken,,"ACES Layout, Brookefield, Bangalore",Brookefield,Whitefield,Fast Food,200.0,3.8,195,True,False,Quick Bites,"Burgers, Masala Fries, Wings",,Delivery
Pizza Hut,,"V3, 3rd cross Road, Near Police Station, Phase 1, Electronic City, Bangalore",Electronic City,Electronic City,Pizza,750.0,2.7,195,True,False,Quick Bites,"Garlic Bread, Pasta",,Dine-out
Mayura Sagar,,"Kundanahalli Colony, Brookefield, Bangalore",Brookefield,Marathahalli,"Chinese, North Indian, South Indian",250.0,3.6,194,False,False,Quick Bites,"Panneer Butter Masala, Coffee, Tea, Idli, Manchurian, Vada, Thali",,Dine-out
Ice Cream Works,,"542, Shravanthi Topaz, 10th East Main Road, 38th Cross Road, 5th Block, Jayanagar, Bengaluru",Jayanagar,Koramangala 7th Block,"Desserts, Ice Cream",300.0,4.1,194,True,False,Dessert Parlor,"Paan Ice Cream, Madagascar Chocolate, Faluda, Cheesecake, Bubble Gum Ice Cream",,Delivery
Royal Chef Naati Oota,,"312, 15th cross, 5th phase, JP Nagar, Bangalore",JP Nagar,Jayanagar,"South Indian, Biryani, North Indian",500.0,4.0,194,False,False,Casual Dining,"Chicken Biryani, Donne Biryani, Chilli Chicken, Mutton Chops, Paratha, Mutton Biryani, Nati Biryani",,Dine-out
Apsara Ice Cream,,"1782, Opposite Namma Shuttle, 19th Main, Sector 1, HSR, Bangalore",HSR,HSR,"Ice Cream, Desserts",200.0,4.5,194,False,False,Dessert Parlor,"Panipuri, Kesar Pista, Guava Ice Cream, Belgian Chocolate, Kesar Kulfi",,Desserts
Healthie,,"4, 39/1, St Mary's Building, 2nd Stage, Indiranagar, Bangalore",Indiranagar,Old Airport Road,"Healthy Food, Beverages",600.0,3.9,194,True,False,Delivery,"Chicken Salad, Chicken Grill, Salads, Palak Chicken, Chicken Sandwich",,Delivery
A2B - Adyar Ananda Bhavan,,"141, Bangalore North Taluk, Nagawara, Bangalore",Nagawara,Kalyan Nagar,"South Indian, North Indian, Chinese, Street Food, Fast Food",400.0,2.7,194,True,False,Casual Dining,"Masala Dosa, Pongal, Filter Coffee, Panneer Butter Masala, Idli, Pav Bhaji, Tea",,Delivery
Kamat Swaad,,"795, 8th Main, 3rd Phase, JP Nagar, Bangalore",JP Nagar,BTM,"South Indian, North Indian, Chinese",400.0,3.9,194,True,False,Casual Dining,"Jowar Roti, Akki Rottis, Buttermilk, Idli, Thali, Vada, Bajji",,Dine-out
Khatta Meetha Teekha,,"12, 60 Feet Road, Koramangala 6th Block, Bangalore",Koramangala 6th Block,Koramangala 7th Block,"Street Food, North Indian, Mithai, Chinese, Beverages",300.0,4.3,194,True,False,Quick Bites,"Gulab Jamun, Raita, Chaat, Chole, Soya Chaap, Panipuri, Dal Makhani",,Dine-out
Coffee Mechanics,,"254, 3rd Main Road, 1st Stage, 5th Block, HBR Layout, Bangalore",HBR Layout,Kammanahalli,"Cafe, Bakery, French, Jewish, Sandwich, Vegan, Coffee",700.0,4.3,193,True,False,Cafe,"Brownie, Fries, English Breakfast, Cinnamon Roll, Brewed Coffee, Wings, Cappuccino",,Dine-out
Mimansa @ Foxtrot,,"17, SBI Colony Service Road, Koramangala 3rd Block, Bangalore",Koramangala 3rd Block,Koramangala 7th Block,Cafe,1000.0,4.4,193,True,True,Cafe,"Pizza, Healthy Breakfast, Salads, Frittata, Salad, Carrot Halwa, Potato Fries",,Dine-out
Carnatic,,"30, Off MG Road, Opposite State Bank of India, Church Street, Bangalore",Church Street,Residency Road,"South Indian, Kerala, Andhra, Biryani, Chettinad, Konkan, Mangalorean",1000.0,4.1,193,False,True,Casual Dining,"Guntur Chicken Biryani, Thali, Andhra Chilli Chicken, Raita, Kothu Paratha, Coconut Mousse, Tender Coconut Payasam",,Dine-out
Calorie Express,,"7/43 First floor, 3rd cross, 4th Main, Kaverappa Compound, N S Palaya, 2nd Stage, BTM, Bangalore",BTM,Koramangala 5th Block,Healthy Food,450.0,3.6,193,True,False,Delivery,Chicken Sandwich,,Delivery
Faasos,,"Ground Floor, Octave Hotel, Opposite Prestige Tech Park, Outer Ring Road, Kadubeesanahalli, Bellandur, Bangalore",Bellandur,Bellandur,"North Indian, Biryani, Fast Food",500.0,4.1,193,True,False,Quick Bites,"Rolls, Chicken Wrap, Veggie Wrap, Thali, Paneer Curry, Sabudana Vada, Sabudana Kheer",,Delivery
Madurai Idly Shop,,"Sarjapura Main Road, Sarjapur Road, Bangalore",Sarjapur Road,Sarjapur Road,South Indian,200.0,2.1,193,False,False,Quick Bites,"Idli, Vada, Pongal, Filter Coffee, Mini Idlis, Rava Masala Dosa, Tea",,Dine-out
Brundhavana Food Point,,"1795, Near Police Station, 13th Main, Kumaraswamy Layout, Bangalore",Kumaraswamy Layout,JP Nagar,"South Indian, North Indian, Chinese, Street Food, Beverages",300.0,4.0,193,True,False,Quick Bites,Biryani,,Delivery
CakeZone,,"19/3, 1st Floor, Chandranna Building, Mahadevpura, Marathahalli, Bangalore",Marathahalli,Marathahalli,"Bakery, Desserts",500.0,4.1,193,False,False,Bakery,"Cup Cake, Chocolate Truffle",,Desserts
Ovenstory Pizza,,"785, 2nd B Main, Bhuvaneshwari Road, Koramangala 8th Block, Bangalore",Koramangala 8th Block,Koramangala 4th Block,Pizza,750.0,4.1,192,True,False,Delivery,"Chicken Tikka, Chocolava Cake, Peri Peri Pizza, Tandoori Paneer, Lava Cake",,Delivery
Chicken County,,"561, Mosque Complex, Opposite Ganesh Temple, New BEL Road, Bangalore",New BEL Road,New BEL Road,"Chinese, North Indian",400.0,3.2,192,True,False,Quick Bites,"Tandoori Chicken, Rolls, Punjabi Chicken, Hyderabadi Biryani, Butter Chicken",,Dine-out
Aramane Donne Biriyani,,"749, 7th Cross 14th Main, 2nd Stage, BTM, Bangalore",BTM,Koramangala 7th Block,"Biryani, Fast Food",300.0,3.9,192,True,False,Quick Bites,"Egg Biryani, Donne Biryani",,Delivery
Chaat Street,,"2341, 17th Cross, Opposite Gayathri Basaveswara Temple, Vanganahalli, Sector 1, HSR, Bangalore",HSR,HSR,"Street Food, North Indian",250.0,3.8,192,True,False,Quick Bites,"Chaat, Raj Kachori, Bhel Puri, Sev Puri, Pav Bhaji, Panipuri, Vada Pav",,Delivery
KFC,,"Upper Ground Floor, Mantri Square, Sampige Road, Malleshwaram, Bangalore",Malleshwaram,Malleshwaram,"Burger, Fast Food",400.0,4.0,192,True,False,Quick Bites,"Zinger Burger, French Fries, Choco Lash, Hot Wings, Virgin Mojito",,Dine-out
Barbeque Delight,,"52 & 62, MBR Complex, Amritha College Road, Kasavanahalli, Sarjapur Road, Bangalore",Sarjapur Road,Sarjapur Road,"Arabian, Kerala, North Indian, Chinese, BBQ",800.0,3.7,192,True,True,Casual Dining,"Biryani, Shawarma, Tandoori Chicken, Chicken Grill, Bbq Chicken",,Delivery
Bite Me Cupcakes,,"140/C, 15th Main, Opposite Chinmaya School, Koramangala 4th Block, Bangalore",Koramangala 4th Block,Koramangala 6th Block,Desserts,300.0,4.1,192,True,False,Dessert Parlor,"Cup Cake, Chocolate Cake",,Desserts
Southinn,,"1158, 5th Main, 20th Cross, 7th Sector, HSR, Bangalore",HSR,Koramangala 4th Block,"South Indian, Fast Food, Chinese, North Indian, Street Food",250.0,3.8,191,True,False,Quick Bites,"Vada, Idli, Masala Dosa, Filter Coffee, Tea, Sandwiches",,Delivery
